fips,name,total,non_hispanic,white,black,native,asian,pac,other,two,hispanic,year,state,county
0500000US05117,"Prairie County, Arkansas",8475,8387,7248,1048,6,13,0,0,72,88,2014,Arkansas,Prairie
0500000US05119,"Pulaski County, Arkansas",388752,365907,212221,137287,1206,7996,109,483,6605,22845,2014,Arkansas,Pulaski
0500000US05121,"Randolph County, Arkansas",17794,17485,16999,126,31,6,1,0,322,309,2014,Arkansas,Randolph
0500000US05123,"St. Francis County, Arkansas",27642,26462,11525,14225,83,57,14,61,497,1180,2014,Arkansas,St. Francis
0500000US05125,"Saline County, Arkansas",111811,107369,98166,6078,415,929,14,10,1757,4442,2014,Arkansas,Saline
0500000US05127,"Scott County, Arkansas",11024,10212,9326,29,119,355,0,16,367,812,2014,Arkansas,Scott
0500000US05129,"Searcy County, Arkansas",8036,7891,7587,26,75,65,0,0,138,145,2014,Arkansas,Searcy
0500000US05131,"Sebastian County, Arkansas",126801,110471,91171,7574,1389,5514,119,82,4622,16330,2014,Arkansas,Sebastian
0500000US05133,"Sevier County, Arkansas",17250,11744,10300,785,248,87,0,0,324,5506,2014,Arkansas,Sevier
0500000US05135,"Sharp County, Arkansas",17117,16793,16170,57,78,216,14,19,239,324,2014,Arkansas,Sharp
0500000US05137,"Stone County, Arkansas",12531,12339,12178,19,10,42,0,0,90,192,2014,Arkansas,Stone
0500000US05139,"Union County, Arkansas",40954,39489,25252,13496,200,220,0,0,321,1465,2014,Arkansas,Union
0500000US05141,"Van Buren County, Arkansas",17090,16606,16030,102,81,15,0,3,375,484,2014,Arkansas,Van Buren
0500000US05143,"Washington County, Arkansas",212238,178498,154358,6998,2011,5121,4661,903,4446,33740,2014,Arkansas,Washington
0500000US05145,"White County, Arkansas",78275,75142,69633,3349,146,377,20,0,1617,3133,2014,Arkansas,White
0500000US05147,"Woodruff County, Arkansas",7094,7053,4928,1937,10,0,8,6,164,41,2014,Arkansas,Woodruff
0500000US05149,"Yell County, Arkansas",21934,17763,17190,230,45,163,0,57,78,4171,2014,Arkansas,Yell
0500000US06001,"Alameda County, California",1559308,1206808,519375,179984,4688,421451,12502,4387,64421,352500,2014,California,Alameda
0500000US06003,"Alpine County, California",1202,1116,830,11,208,12,14,0,41,86,2014,California,Alpine
0500000US06005,"Amador County, California",37159,32435,29696,781,643,482,80,2,751,4724,2014,California,Amador
0500000US06007,"Butte County, California",221578,188610,164509,2996,1649,9298,338,120,9700,32968,2014,California,Butte
0500000US06009,"Calaveras County, California",44921,40020,37234,280,324,513,131,0,1538,4901,2014,California,Calaveras
0500000US06011,"Colusa County, California",21424,9269,8184,180,274,283,19,0,329,12155,2014,California,Colusa
0500000US06013,"Contra Costa County, California",1081232,813373,503515,93141,3002,159608,4809,3151,46147,267859,2014,California,Contra Costa
0500000US06015,"Del Norte County, California",28066,22835,17906,991,1232,594,46,35,2031,5231,2014,California,Del Norte
0500000US06017,"El Dorado County, California",181465,159054,143978,1533,1160,6780,191,76,5336,22411,2014,California,El Dorado
0500000US06019,"Fresno County, California",948844,462930,300279,45398,4635,90465,1291,1762,19100,485914,2014,California,Fresno
0500000US06021,"Glenn County, California",28019,17113,15244,217,497,658,77,22,398,10906,2014,California,Glenn
0500000US06023,"Humboldt County, California",134876,120936,102908,1581,6849,3053,422,279,5844,13940,2014,California,Humboldt
0500000US06025,"Imperial County, California",177026,32936,22957,4802,1289,2385,92,115,1296,144090,2014,California,Imperial
0500000US06027,"Inyo County, California",18439,14709,11951,192,1937,240,35,72,282,3730,2014,California,Inyo
0500000US06029,"Kern County, California",857730,425360,319419,45563,5496,36612,915,1153,16202,432370,2014,California,Kern
0500000US06031,"Kings County, California",151390,72479,52180,9412,1141,5285,325,373,3763,78911,2014,California,Kings
0500000US06033,"Lake County, California",64209,52608,46876,1430,1861,762,139,135,1405,11601,2014,California,Lake
0500000US06035,"Lassen County, California",33356,27316,22024,2852,960,485,218,103,674,6040,2014,California,Lassen
0500000US06037,"Los Angeles County, California",9974203,5173712,2711665,802132,18207,1377333,23921,24807,215647,4800491,2014,California,Los Angeles
0500000US06039,"Madera County, California",152452,68443,56174,4927,1661,3008,212,306,2155,84009,2014,California,Madera
0500000US06041,"Marin County, California",256802,216388,185603,6459,412,14464,537,1251,7662,40414,2014,California,Marin
0500000US06043,"Mariposa County, California",17946,16217,14790,155,451,232,74,0,515,1729,2014,California,Mariposa
0500000US06045,"Mendocino County, California",87612,67280,58871,631,3093,1560,184,332,2609,20332,2014,California,Mendocino
0500000US06047,"Merced County, California",261609,114339,79818,8676,922,19477,519,615,4312,147270,2014,California,Merced
0500000US06049,"Modoc County, California",9335,7990,7301,108,220,38,0,0,323,1345,2014,California,Modoc
0500000US06051,"Mono County, California",14193,10350,9519,47,348,116,132,0,188,3843,2014,California,Mono
0500000US06053,"Monterey County, California",424927,185026,135763,10907,1251,25653,2049,445,8958,239901,2014,California,Monterey
0500000US06055,"Napa County, California",139253,93316,76531,2853,344,10201,346,222,2819,45937,2014,California,Napa
0500000US06057,"Nevada County, California",98606,89855,84772,344,948,1446,151,70,2124,8751,2014,California,Nevada
0500000US06059,"Orange County, California",3086331,2035560,1323581,47072,6264,569625,8735,5183,75100,1050771,2014,California,Orange
0500000US06061,"Placer County, California",361518,313718,270962,4504,1681,22855,574,487,12655,47800,2014,California,Placer
0500000US06063,"Plumas County, California",19286,17692,16295,135,454,198,160,0,450,1594,2014,California,Plumas
0500000US06065,"Riverside County, California",2266899,1211872,868743,133798,10236,134734,6160,3811,54390,1055027,2014,California,Riverside
0500000US06067,"Sacramento County, California",1450277,1130343,686482,140377,6878,211277,13978,4411,66940,319934,2014,California,Sacramento
0500000US06069,"San Benito County, California",56888,24231,21125,483,246,1108,71,23,1175,32657,2014,California,San Benito
0500000US06071,"San Bernardino County, California",2078586,1028413,660447,170307,7479,133270,6465,4801,45644,1050173,2014,California,San Bernardino
0500000US06073,"San Diego County, California",3183143,2143391,1510851,150600,11620,351811,13400,4679,100430,1039752,2014,California,San Diego
0500000US06075,"San Francisco County, California",829072,702548,343368,45653,1680,276094,3409,4109,28235,126524,2014,California,San Francisco
0500000US06077,"San Joaquin County, California",701050,422527,244319,47251,2585,100212,3757,848,23555,278523,2014,California,San Joaquin
0500000US06079,"San Luis Obispo County, California",274184,215295,192262,5372,1021,9902,85,364,6289,58889,2014,California,San Luis Obispo
0500000US06081,"San Mateo County, California",739837,552202,304779,18352,994,189837,10176,2742,25322,187635,2014,California,San Mateo
0500000US06083,"Santa Barbara County, California",431555,242812,201923,6934,2041,20899,657,583,9775,188743,2014,California,Santa Barbara
0500000US06085,"Santa Clara County, California",1841569,1349023,627346,44910,3766,606174,6185,3595,57047,492546,2014,California,Santa Clara
0500000US06087,"Santa Cruz County, California",267203,179797,156915,2269,879,11036,369,343,7986,87406,2014,California,Santa Cruz
0500000US06089,"Shasta County, California",178520,162612,145485,1692,3650,4397,317,216,6855,15908,2014,California,Shasta
0500000US06091,"Sierra County, California",3019,2736,2636,4,21,3,16,0,56,283,2014,California,Sierra
0500000US06093,"Siskiyou County, California",44261,39338,34749,565,1207,627,134,6,2050,4923,2014,California,Siskiyou
0500000US06095,"Solano County, California",421624,316759,169041,57919,1389,61667,3562,1126,22055,104865,2014,California,Solano
0500000US06097,"Sonoma County, California",491790,366116,320735,6594,3213,19295,1555,1238,13486,125674,2014,California,Sonoma
0500000US06099,"Stanislaus County, California",522794,297781,237248,13055,2541,26684,3539,1108,13606,225013,2014,California,Stanislaus
0500000US06101,"Sutter County, California",95067,67136,46558,1744,793,13848,303,164,3726,27931,2014,California,Sutter
0500000US06103,"Tehama County, California",63284,48745,44728,286,1093,798,70,21,1749,14539,2014,California,Tehama
0500000US06105,"Trinity County, California",13515,12555,11235,110,374,152,74,14,596,960,2014,California,Trinity
0500000US06107,"Tulare County, California",451108,172086,141322,5997,3241,14268,462,352,6444,279022,2014,California,Tulare
0500000US06109,"Tuolumne County, California",54347,48299,44017,998,769,725,71,383,1336,6048,2014,California,Tuolumne
0500000US06111,"Ventura County, California",835790,491270,397118,13499,2194,57102,1137,682,19538,344520,2014,California,Ventura
0500000US06113,"Yolo County, California",204162,140913,99540,4605,963,26535,1023,432,7815,63249,2014,California,Yolo
0500000US06115,"Yuba County, California",73059,53878,41919,2261,762,5109,251,315,3261,19181,2014,California,Yuba
0500000US08001,"Adams County, Colorado",461558,284324,242237,13753,2166,16518,642,846,8162,177234,2014,Colorado,Adams
0500000US08003,"Alamosa County, Colorado",16111,8772,7969,248,106,162,5,38,244,7339,2014,Colorado,Alamosa
0500000US08005,"Arapahoe County, Colorado",596684,485963,373627,58597,1972,30773,1165,1384,18445,110721,2014,Colorado,Arapahoe
0500000US08007,"Archuleta County, Colorado",12132,9923,9407,33,249,99,8,0,127,2209,2014,Colorado,Archuleta
0500000US08009,"Baca County, Colorado",3735,3378,3244,55,38,6,3,0,32,357,2014,Colorado,Baca
0500000US08011,"Bent County, Colorado",6000,4137,3181,724,137,56,0,11,28,1863,2014,Colorado,Bent
0500000US08013,"Boulder County, Colorado",305166,263684,240384,2472,683,12668,108,254,7115,41482,2014,Colorado,Boulder
0500000US08014,"Broomfield County, Colorado",59027,52158,46425,562,151,3500,0,29,1491,6869,2014,Colorado,Broomfield
0500000US08015,"Chaffee County, Colorado",18121,16319,15553,417,95,58,0,0,196,1802,2014,Colorado,Chaffee
0500000US08017,"Cheyenne County, Colorado",2153,1826,1776,7,2,29,0,0,12,327,2014,Colorado,Cheyenne
0500000US08019,"Clear Creek County, Colorado",9114,8636,8323,130,0,83,0,0,100,478,2014,Colorado,Clear Creek
0500000US08021,"Conejos County, Colorado",8276,3746,3565,6,121,8,0,0,46,4530,2014,Colorado,Conejos
0500000US08023,"Costilla County, Colorado",3578,1258,1128,0,1,27,0,9,93,2320,2014,Colorado,Costilla
0500000US08025,"Crowley County, Colorado",5558,3907,3177,438,138,31,13,0,110,1651,2014,Colorado,Crowley
0500000US08027,"Custer County, Colorado",4274,4140,3996,86,0,9,2,0,47,134,2014,Colorado,Custer
0500000US08029,"Delta County, Colorado",30378,25988,25008,328,171,181,0,57,243,4390,2014,Colorado,Delta
0500000US08031,"Denver County, Colorado",633777,436017,334981,59987,3775,21774,517,1134,13849,197760,2014,Colorado,Denver
0500000US08033,"Dolores County, Colorado",1736,1617,1530,0,20,2,4,0,61,119,2014,Colorado,Dolores
0500000US08035,"Douglas County, Colorado",299794,275924,253272,2839,451,11549,79,211,7523,23870,2014,Colorado,Douglas
0500000US08037,"Eagle County, Colorado",52233,36541,35099,510,159,251,0,42,480,15692,2014,Colorado,Eagle
0500000US08039,"Elbert County, Colorado",23545,22155,21256,117,87,152,4,27,512,1390,2014,Colorado,Elbert
0500000US08041,"El Paso County, Colorado",645707,544304,458845,36429,2511,16838,1653,835,27193,101403,2014,Colorado,El Paso
0500000US08043,"Fremont County, Colorado",46879,40873,35995,2682,603,560,35,208,790,6006,2014,Colorado,Fremont
0500000US08045,"Garfield County, Colorado",56684,40720,39067,275,297,373,0,16,692,15964,2014,Colorado,Garfield
0500000US08047,"Gilpin County, Colorado",5557,5110,4934,20,3,18,0,7,128,447,2014,Colorado,Gilpin
0500000US08049,"Grand County, Colorado",14478,13377,12773,91,25,210,42,160,76,1101,2014,Colorado,Grand
0500000US08051,"Gunnison County, Colorado",15503,14141,13676,57,55,95,0,0,258,1362,2014,Colorado,Gunnison
0500000US08053,"Hinsdale County, Colorado",871,852,835,0,0,0,0,0,17,19,2014,Colorado,Hinsdale
0500000US08055,"Huerfano County, Colorado",6550,4258,4022,41,25,11,0,4,155,2292,2014,Colorado,Huerfano
0500000US08057,"Jackson County, Colorado",1389,1132,1122,1,2,5,0,0,2,257,2014,Colorado,Jackson
0500000US08059,"Jefferson County, Colorado",546162,465014,432475,5399,2913,13518,309,478,9922,81148,2014,Colorado,Jefferson
0500000US08061,"Kiowa County, Colorado",1407,1322,1248,11,5,1,0,0,57,85,2014,Colorado,Kiowa
0500000US08063,"Kit Carson County, Colorado",8122,6574,6099,279,128,39,20,0,9,1548,2014,Colorado,Kit Carson
0500000US08065,"Lake County, Colorado",7311,5153,4906,38,3,80,1,0,125,2158,2014,Colorado,Lake
0500000US08067,"La Plata County, Colorado",52547,46093,41941,179,2709,339,71,17,837,6454,2014,Colorado,La Plata
0500000US08069,"Larimer County, Colorado",311435,277685,260863,2646,1245,5688,272,640,6331,33750,2014,Colorado,Larimer
0500000US08071,"Las Animas County, Colorado",14789,8554,7882,192,125,89,9,15,242,6235,2014,Colorado,Las Animas
0500000US08073,"Lincoln County, Colorado",5462,4750,3928,665,100,4,0,0,53,712,2014,Colorado,Lincoln
0500000US08075,"Logan County, Colorado",22604,19015,18028,287,183,350,9,0,158,3589,2014,Colorado,Logan
0500000US08077,"Mesa County, Colorado",147509,127348,121600,996,552,893,131,287,2889,20161,2014,Colorado,Mesa
0500000US08079,"Mineral County, Colorado",704,685,674,5,0,1,0,0,5,19,2014,Colorado,Mineral
0500000US08081,"Moffat County, Colorado",13286,11390,10942,25,132,100,118,30,43,1896,2014,Colorado,Moffat
0500000US08083,"Montezuma County, Colorado",25569,22549,18945,9,3010,111,0,9,465,3020,2014,Colorado,Montezuma
0500000US08085,"Montrose County, Colorado",40885,32686,31407,205,168,210,67,52,577,8199,2014,Colorado,Montrose
0500000US08087,"Morgan County, Colorado",28342,18531,17224,707,141,34,4,0,421,9811,2014,Colorado,Morgan
0500000US08089,"Otero County, Colorado",18712,11070,10447,82,147,178,144,4,68,7642,2014,Colorado,Otero
0500000US08091,"Ouray County, Colorado",4532,4262,4184,0,28,5,0,0,45,270,2014,Colorado,Ouray
0500000US08093,"Park County, Colorado",16174,15305,14669,7,210,92,121,0,206,869,2014,Colorado,Park
0500000US08095,"Phillips County, Colorado",4385,3288,3148,1,14,33,0,0,92,1097,2014,Colorado,Phillips
0500000US08097,"Pitkin County, Colorado",17303,15648,14993,224,90,177,2,67,95,1655,2014,Colorado,Pitkin
0500000US08099,"Prowers County, Colorado",12359,7924,7608,31,50,61,0,0,174,4435,2014,Colorado,Prowers
0500000US08101,"Pueblo County, Colorado",160757,93234,85833,2755,655,1115,59,191,2626,67523,2014,Colorado,Pueblo
0500000US08103,"Rio Blanco County, Colorado",6739,6033,5732,32,139,42,12,6,70,706,2014,Colorado,Rio Blanco
0500000US08105,"Rio Grande County, Colorado",11840,6674,6358,48,101,41,14,13,99,5166,2014,Colorado,Rio Grande
0500000US08107,"Routt County, Colorado",23428,21827,21150,117,57,291,0,39,173,1601,2014,Colorado,Routt
0500000US08109,"Saguache County, Colorado",6211,3775,3533,24,15,31,0,0,172,2436,2014,Colorado,Saguache
0500000US08111,"San Juan County, Colorado",653,511,482,0,6,10,0,10,3,142,2014,Colorado,San Juan
0500000US08113,"San Miguel County, Colorado",7597,6891,6655,17,17,91,0,24,87,706,2014,Colorado,San Miguel
0500000US08115,"Sedgwick County, Colorado",2365,1958,1818,10,10,24,0,0,96,407,2014,Colorado,Sedgwick
0500000US08117,"Summit County, Colorado",28482,24346,23176,199,65,327,96,287,196,4136,2014,Colorado,Summit
0500000US08119,"Teller County, Colorado",23363,21984,20980,211,92,200,0,46,455,1379,2014,Colorado,Teller
0500000US08121,"Washington County, Colorado",4781,4347,4237,49,9,6,0,0,46,434,2014,Colorado,Washington
0500000US08123,"Weld County, Colorado",265066,189408,177812,2541,1283,3340,182,474,3776,75658,2014,Colorado,Weld
0500000US08125,"Yuma County, Colorado",10131,7964,7815,56,7,14,0,2,70,2167,2014,Colorado,Yuma
0500000US09001,"Fairfield County, Connecticut",934215,767168,605136,96438,1278,45217,224,5007,13868,167047,2014,Connecticut,Fairfield
0500000US09003,"Hartford County, Connecticut",897374,752104,579222,111463,990,41192,294,2250,16693,145270,2014,Connecticut,Hartford
0500000US09005,"Litchfield County, Connecticut",187542,178245,169779,2467,189,3319,0,186,2305,9297,2014,Connecticut,Litchfield
0500000US09007,"Middlesex County, Connecticut",165534,156808,141166,7498,160,4525,44,371,3044,8726,2014,Connecticut,Middlesex
0500000US09009,"New Haven County, Connecticut",863148,725304,569982,103377,954,31932,170,3112,15777,137844,2014,Connecticut,New Haven
0500000US09011,"New London County, Connecticut",274071,248687,211433,14446,1073,11658,91,340,9646,25384,2014,Connecticut,New London
0500000US09013,"Tolland County, Connecticut",152251,145094,132010,4086,46,5373,8,179,3392,7157,2014,Connecticut,Tolland
0500000US09015,"Windham County, Connecticut",117918,105848,99632,2268,140,1403,48,142,2215,12070,2014,Connecticut,Windham
0500000US10001,"Kent County, Delaware",167477,156829,107420,39261,875,3385,74,341,5473,10648,2014,Delaware,Kent
0500000US10003,"New Castle County, Delaware",545846,496281,329717,128460,868,25930,79,1034,10193,49565,2014,Delaware,New Castle
0500000US10005,"Sussex County, Delaware",203737,185352,153081,25326,677,2150,16,419,3683,18385,2014,Delaware,Sussex
0500000US11001,"District of Columbia, District of Columbia",633736,571099,224184,308766,1384,22512,186,1311,12756,62637,2014,District of Columbia,District of Columbia
0500000US12001,"Alachua County, Florida",251759,229688,158603,49836,704,13858,163,737,5787,22071,2014,Florida,Alachua
0500000US12003,"Baker County, Florida",27057,26459,22246,3844,43,163,0,0,163,598,2014,Florida,Baker
0500000US12005,"Bay County, Florida",172988,163919,135595,17508,959,3401,101,166,6189,9069,2014,Florida,Bay
0500000US12007,"Bradford County, Florida",27552,26523,20465,5422,36,118,4,0,478,1029,2014,Florida,Bradford
0500000US12009,"Brevard County, Florida",548891,500821,420237,53964,1284,11802,494,1124,11916,48070,2014,Florida,Brevard
0500000US12011,"Broward County, Florida",1815269,1335189,750735,482429,3302,60532,824,7903,29464,480080,2014,Florida,Broward
0500000US12013,"Calhoun County, Florida",14657,13848,11334,1947,219,92,0,0,256,809,2014,Florida,Calhoun
0500000US12015,"Charlotte County, Florida",163151,152864,138848,9201,308,2000,5,217,2285,10287,2014,Florida,Charlotte
0500000US12017,"Citrus County, Florida",139771,132872,124540,3995,503,2206,0,66,1562,6899,2014,Florida,Citrus
0500000US12019,"Clay County, Florida",194868,178344,147565,18244,568,5741,111,333,5782,16524,2014,Florida,Clay
0500000US12021,"Collier County, Florida",334474,246380,216765,21947,495,4140,19,449,2565,88094,2014,Florida,Collier
0500000US12023,"Columbia County, Florida",67662,64139,49892,11948,219,424,25,24,1607,3523,2014,Florida,Columbia
0500000US12027,"DeSoto County, Florida",34785,24260,19303,4421,55,196,0,24,261,10525,2014,Florida,DeSoto
0500000US12029,"Dixie County, Florida",16137,15760,13846,1561,40,44,0,0,269,377,2014,Florida,Dixie
0500000US12031,"Duval County, Florida",880750,809210,490026,255569,2050,36992,785,1797,21991,71540,2014,Florida,Duval
0500000US12033,"Escambia County, Florida",304099,288518,200135,66171,1407,8619,520,188,11478,15581,2014,Florida,Escambia
0500000US12035,"Flagler County, Florida",98843,89671,74528,10607,51,2291,66,396,1732,9172,2014,Florida,Flagler
0500000US12037,"Franklin County, Florida",11636,11072,9165,1719,23,73,10,0,82,564,2014,Florida,Franklin
0500000US12039,"Gadsden County, Florida",46865,42113,15595,25691,60,255,11,23,478,4752,2014,Florida,Gadsden
0500000US12041,"Gilchrist County, Florida",16948,16093,14827,1029,34,39,0,0,164,855,2014,Florida,Gilchrist
0500000US12043,"Glades County, Florida",13190,10373,8041,1613,566,65,0,25,63,2817,2014,Florida,Glades
0500000US12045,"Gulf County, Florida",15781,15052,11673,2883,135,176,22,24,139,729,2014,Florida,Gulf
0500000US12047,"Hamilton County, Florida",14466,13148,7966,4741,87,42,0,64,248,1318,2014,Florida,Hamilton
0500000US12049,"Hardee County, Florida",27549,15714,13131,1883,92,274,1,0,333,11835,2014,Florida,Hardee
0500000US12051,"Hendry County, Florida",38360,19193,13109,4572,571,323,39,178,401,19167,2014,Florida,Hendry
0500000US12053,"Hernando County, Florida",173792,154781,140872,8674,329,1742,83,407,2674,19011,2014,Florida,Hernando
0500000US12055,"Highlands County, Florida",98261,80583,68388,9013,327,1380,91,13,1371,17678,2014,Florida,Highlands
0500000US12057,"Hillsborough County, Florida",1279668,950848,669999,200505,2143,45475,752,4953,27021,328820,2014,Florida,Hillsborough
0500000US12059,"Holmes County, Florida",19741,19228,17332,1355,54,40,22,0,425,513,2014,Florida,Holmes
0500000US12061,"Indian River County, Florida",140918,124580,108116,12345,274,1641,10,70,2124,16338,2014,Florida,Indian River
0500000US12063,"Jackson County, Florida",49105,46860,32368,12841,135,294,0,126,1096,2245,2014,Florida,Jackson
0500000US12065,"Jefferson County, Florida",14335,13768,8176,5210,31,0,0,228,123,567,2014,Florida,Jefferson
0500000US12067,"Lafayette County, Florida",8821,7677,6136,1483,0,5,0,8,45,1144,2014,Florida,Lafayette
0500000US12069,"Lake County, Florida",305010,265246,222280,28928,950,5674,230,1820,5364,39764,2014,Florida,Lake
0500000US12071,"Lee County, Florida",647554,524742,452551,52929,1391,9783,35,1225,6828,122812,2014,Florida,Lee
0500000US12073,"Leon County, Florida",280882,264129,163209,85980,805,8680,38,511,4906,16753,2014,Florida,Leon
0500000US12075,"Levy County, Florida",40057,36935,32174,3661,169,157,1,0,773,3122,2014,Florida,Levy
0500000US12077,"Liberty County, Florida",8302,7811,6128,1396,85,44,0,14,144,491,2014,Florida,Liberty
0500000US12079,"Madison County, Florida",18901,17983,10321,7194,9,26,72,0,361,918,2014,Florida,Madison
0500000US12081,"Manatee County, Florida",335840,284456,243767,29155,624,5720,205,533,4452,51384,2014,Florida,Manatee
0500000US12083,"Marion County, Florida",334771,296327,243893,40888,1058,4613,104,514,5257,38444,2014,Florida,Marion
0500000US12085,"Martin County, Florida",149658,130768,119152,8028,227,1403,15,164,1779,18890,2014,Florida,Martin
0500000US12086,"Miami-Dade County, Florida",2600861,904690,399395,441994,2359,39399,672,5545,15326,1696171,2014,Florida,Miami-Dade
0500000US12087,"Monroe County, Florida",75208,58902,52315,4517,280,746,5,69,970,16306,2014,Florida,Monroe
0500000US12089,"Nassau County, Florida",74918,72223,65429,4908,273,699,19,72,823,2695,2014,Florida,Nassau
0500000US12091,"Okaloosa County, Florida",188984,174210,142830,16800,1202,5533,130,605,7110,14774,2014,Florida,Okaloosa
0500000US12093,"Okeechobee County, Florida",39398,29689,25360,3329,224,350,0,0,426,9709,2014,Florida,Okeechobee
0500000US12095,"Orange County, Florida",1200241,862370,531707,236918,1916,59510,1308,6111,24900,337871,2014,Florida,Orange
0500000US12097,"Osceola County, Florida",289449,150937,109258,27299,420,7302,211,1301,5146,138512,2014,Florida,Osceola
0500000US12099,"Palm Beach County, Florida",1359074,1087550,793341,234736,1543,33506,608,5048,18768,271524,2014,Florida,Palm Beach
0500000US12101,"Pasco County, Florida",472745,413029,370986,21185,1274,10487,294,664,8139,59716,2014,Florida,Pasco
0500000US12103,"Pinellas County, Florida",925030,846732,702358,93861,2205,28711,714,1582,17301,78298,2014,Florida,Pinellas
0500000US12105,"Polk County, Florida",617323,502251,390132,90118,1445,10234,215,1113,8994,115072,2014,Florida,Polk
0500000US12107,"Putnam County, Florida",73191,66343,52693,11541,242,454,88,36,1289,6848,2014,Florida,Putnam
0500000US12109,"St. Johns County, Florida",203402,191773,172046,10777,318,4285,187,144,4016,11629,2014,Florida,St. Johns
0500000US12111,"St. Lucie County, Florida",283988,235385,170801,53324,678,4511,64,453,5554,48603,2014,Florida,St. Lucie
0500000US12113,"Santa Rosa County, Florida",158240,150586,132127,8252,893,3084,799,108,5323,7654,2014,Florida,Santa Rosa
0500000US12115,"Sarasota County, Florida",386944,354542,325136,16998,882,5675,80,755,5016,32402,2014,Florida,Sarasota
0500000US12117,"Seminole County, Florida",432135,353218,280010,46242,593,16970,254,1105,8044,78917,2014,Florida,Seminole
0500000US12119,"Sumter County, Florida",103708,97683,86867,8827,232,778,40,81,858,6025,2014,Florida,Sumter
0500000US12121,"Suwannee County, Florida",43404,39556,32801,5640,122,123,0,203,667,3848,2014,Florida,Suwannee
0500000US12123,"Taylor County, Florida",22690,21818,16463,4818,209,55,24,0,249,872,2014,Florida,Taylor
0500000US12125,"Union County, Florida",15258,14479,10784,3056,147,105,2,34,351,779,2014,Florida,Union
0500000US12127,"Volusia County, Florida",498981,440423,370295,50656,1348,8293,204,2111,7516,58558,2014,Florida,Volusia
0500000US12129,"Wakulla County, Florida",31015,29907,24497,4631,124,141,0,0,514,1108,2014,Florida,Wakulla
0500000US12131,"Walton County, Florida",57821,54508,48855,3145,658,632,104,170,944,3313,2014,Florida,Walton
0500000US12133,"Washington County, Florida",24660,23852,19162,3622,166,40,0,0,862,808,2014,Florida,Washington
0500000US13001,"Appling County, Georgia",18421,16691,12801,3451,27,165,8,64,175,1730,2014,Georgia,Appling
0500000US13003,"Atkinson County, Georgia",8297,6281,4722,1401,28,0,0,0,130,2016,2014,Georgia,Atkinson
0500000US13005,"Bacon County, Georgia",11196,10342,8391,1755,0,138,9,0,49,854,2014,Georgia,Bacon
0500000US13007,"Baker County, Georgia",3342,3324,1765,1546,8,0,0,0,5,18,2014,Georgia,Baker
0500000US13009,"Baldwin County, Georgia",45854,44895,24688,18915,93,701,39,6,453,959,2014,Georgia,Baldwin
0500000US13011,"Banks County, Georgia",18317,17193,16259,509,15,224,0,21,165,1124,2014,Georgia,Banks
0500000US13013,"Barrow County, Georgia",70873,64343,52508,8096,43,2480,0,29,1187,6530,2014,Georgia,Barrow
0500000US13015,"Bartow County, Georgia",100771,92922,79885,10573,515,743,8,26,1172,7849,2014,Georgia,Bartow
0500000US13017,"Ben Hill County, Georgia",17547,16481,9975,6126,0,4,8,118,250,1066,2014,Georgia,Ben Hill
0500000US13019,"Berrien County, Georgia",19091,18162,15717,2070,14,112,0,41,208,929,2014,Georgia,Berrien
0500000US13021,"Bibb County, Georgia",155237,150477,63766,81268,125,2599,31,170,2518,4760,2014,Georgia,Bibb
0500000US13023,"Bleckley County, Georgia",12912,12772,8931,3662,3,74,0,12,90,140,2014,Georgia,Bleckley
0500000US13025,"Brantley County, Georgia",18463,18081,17137,687,0,110,40,10,97,382,2014,Georgia,Brantley
0500000US13027,"Brooks County, Georgia",15766,14922,9148,5506,24,70,0,22,152,844,2014,Georgia,Brooks
0500000US13029,"Bryan County, Georgia",32185,30354,24267,4774,107,595,0,0,611,1831,2014,Georgia,Bryan
0500000US13031,"Bulloch County, Georgia",71940,69361,46210,20127,220,1219,16,511,1058,2579,2014,Georgia,Bulloch
0500000US13033,"Burke County, Georgia",23136,22477,10821,11515,7,32,0,0,102,659,2014,Georgia,Burke
0500000US13035,"Butts County, Georgia",23469,22788,15802,6548,13,113,0,130,182,681,2014,Georgia,Butts
0500000US13037,"Calhoun County, Georgia",6549,6209,2165,3935,14,42,0,10,43,340,2014,Georgia,Calhoun
0500000US13039,"Camden County, Georgia",51193,48268,36222,9526,253,648,59,16,1544,2925,2014,Georgia,Camden
0500000US13043,"Candler County, Georgia",11056,9831,6930,2713,52,88,0,0,48,1225,2014,Georgia,Candler
0500000US13045,"Carroll County, Georgia",111872,104792,80882,20201,338,984,0,267,2120,7080,2014,Georgia,Carroll
0500000US13047,"Catoosa County, Georgia",64955,63293,59716,1684,264,813,2,41,773,1662,2014,Georgia,Catoosa
0500000US13049,"Charlton County, Georgia",13098,11653,8233,3269,82,19,0,0,50,1445,2014,Georgia,Charlton
0500000US13051,"Chatham County, Georgia",275303,259313,137615,108646,509,6985,235,313,5010,15990,2014,Georgia,Chatham
0500000US13053,"Chattahoochee County, Georgia",11846,10147,7216,2078,83,347,30,6,387,1699,2014,Georgia,Chattahoochee
0500000US13055,"Chattooga County, Georgia",25484,24348,21074,2859,17,135,12,0,251,1136,2014,Georgia,Chattooga
0500000US13057,"Cherokee County, Georgia",221951,200051,178700,12948,688,3800,38,551,3326,21900,2014,Georgia,Cherokee
