fips,name,total,non_hispanic,white,black,native,asian,pac,other,two,hispanic,year,state,county
0500000US13059,"Clarke County, Georgia",119681,106999,67761,31510,89,4968,7,161,2503,12682,2014,Georgia,Clarke
0500000US13061,"Clay County, Georgia",3110,2972,927,1995,0,0,0,0,50,138,2014,Georgia,Clay
0500000US13063,"Clayton County, Georgia",264221,228990,36924,172549,627,13344,21,226,5299,35231,2014,Georgia,Clayton
0500000US13065,"Clinch County, Georgia",6777,6509,4513,1805,56,18,0,0,117,268,2014,Georgia,Clinch
0500000US13067,"Cobb County, Georgia",708920,620255,390157,179819,1168,34030,330,2265,12486,88665,2014,Georgia,Cobb
0500000US13069,"Coffee County, Georgia",42947,38414,25662,11777,67,258,0,350,300,4533,2014,Georgia,Coffee
0500000US13071,"Colquitt County, Georgia",45987,37832,26590,10673,46,32,11,22,458,8155,2014,Georgia,Colquitt
0500000US13073,"Columbia County, Georgia",132362,124854,95250,21054,315,5562,47,160,2466,7508,2014,Georgia,Columbia
0500000US13075,"Cook County, Georgia",17061,16051,11084,4678,24,44,0,10,211,1010,2014,Georgia,Cook
0500000US13077,"Coweta County, Georgia",131419,122586,94767,22830,66,2031,0,348,2544,8833,2014,Georgia,Coweta
0500000US13079,"Crawford County, Georgia",12536,12401,9222,2845,30,63,0,0,241,135,2014,Georgia,Crawford
0500000US13081,"Crisp County, Georgia",23403,22643,12013,10080,32,237,37,0,244,760,2014,Georgia,Crisp
0500000US13083,"Dade County, Georgia",16533,16203,15598,156,152,77,44,0,176,330,2014,Georgia,Dade
0500000US13085,"Dawson County, Georgia",22500,21611,20880,99,45,152,0,102,333,889,2014,Georgia,Dawson
0500000US13087,"Decatur County, Georgia",27508,26020,14145,11402,99,100,0,145,129,1488,2014,Georgia,Decatur
0500000US13089,"DeKalb County, Georgia",707185,641536,209985,376010,1551,38546,269,2256,12919,65649,2014,Georgia,DeKalb
0500000US13091,"Dodge County, Georgia",21365,20624,13940,6170,11,108,0,54,341,741,2014,Georgia,Dodge
0500000US13093,"Dooly County, Georgia",14443,13472,6224,7145,11,30,0,25,37,971,2014,Georgia,Dooly
0500000US13095,"Dougherty County, Georgia",93890,91593,26146,63217,93,684,0,196,1257,2297,2014,Georgia,Dougherty
0500000US13097,"Douglas County, Georgia",135037,123297,63484,54850,98,2251,0,450,2164,11740,2014,Georgia,Douglas
0500000US13099,"Early County, Georgia",10662,10461,5037,5332,0,50,0,20,22,201,2014,Georgia,Early
0500000US13101,"Echols County, Georgia",4018,2877,2669,62,11,44,0,0,91,1141,2014,Georgia,Echols
0500000US13103,"Effingham County, Georgia",53673,51925,43026,7421,158,487,42,126,665,1748,2014,Georgia,Effingham
0500000US13105,"Elbert County, Georgia",19694,18674,12603,5980,7,31,0,0,53,1020,2014,Georgia,Elbert
0500000US13107,"Emanuel County, Georgia",22731,21725,13674,7603,75,35,0,30,308,1006,2014,Georgia,Emanuel
0500000US13109,"Evans County, Georgia",10868,9540,6163,3301,1,43,0,0,32,1328,2014,Georgia,Evans
0500000US13111,"Fannin County, Georgia",23632,23179,22611,57,137,111,2,0,261,453,2014,Georgia,Fannin
0500000US13113,"Fayette County, Georgia",107930,100630,71654,21946,258,4319,74,138,2241,7300,2014,Georgia,Fayette
0500000US13115,"Floyd County, Georgia",96146,86686,69799,13942,162,1268,18,384,1113,9460,2014,Georgia,Floyd
0500000US13117,"Forsyth County, Georgia",189314,171130,148291,5411,386,14066,0,144,2832,18184,2014,Georgia,Forsyth
0500000US13119,"Franklin County, Georgia",22051,21134,18698,2033,5,133,0,33,232,917,2014,Georgia,Franklin
0500000US13121,"Fulton County, Georgia",967100,892517,392358,420903,1556,58879,337,1917,16567,74583,2014,Georgia,Fulton
0500000US13123,"Gilmer County, Georgia",28441,25505,24689,129,35,115,0,223,314,2936,2014,Georgia,Gilmer
0500000US13125,"Glascock County, Georgia",3086,3042,2718,238,0,0,0,0,86,44,2014,Georgia,Glascock
0500000US13127,"Glynn County, Georgia",80937,75732,52105,20784,254,1096,85,89,1319,5205,2014,Georgia,Glynn
0500000US13129,"Gordon County, Georgia",55666,47531,43946,2427,67,617,0,64,410,8135,2014,Georgia,Gordon
0500000US13131,"Grady County, Georgia",25239,22583,14937,7107,19,65,29,5,421,2656,2014,Georgia,Grady
0500000US13133,"Greene County, Georgia",16190,15195,8991,5918,5,84,0,0,197,995,2014,Georgia,Greene
0500000US13135,"Gwinnett County, Georgia",842091,670949,354468,203563,1550,91508,375,2927,16558,171142,2014,Georgia,Gwinnett
0500000US13137,"Habersham County, Georgia",43342,37649,33968,1644,80,1029,0,457,471,5693,2014,Georgia,Habersham
0500000US13139,"Hall County, Georgia",185318,135562,116190,13511,294,3138,42,81,2306,49756,2014,Georgia,Hall
0500000US13141,"Hancock County, Georgia",9043,8845,2145,6612,16,32,0,0,40,198,2014,Georgia,Hancock
0500000US13143,"Haralson County, Georgia",28563,28198,26087,1487,34,208,0,114,268,365,2014,Georgia,Haralson
0500000US13145,"Harris County, Georgia",32539,31550,25142,5409,112,214,0,74,599,989,2014,Georgia,Harris
0500000US13147,"Hart County, Georgia",25406,24530,19222,5006,12,98,5,0,187,876,2014,Georgia,Hart
0500000US13149,"Heard County, Georgia",11674,11414,9942,1186,1,4,0,0,281,260,2014,Georgia,Heard
0500000US13151,"Henry County, Georgia",209069,196281,105646,78662,240,6372,0,331,5030,12788,2014,Georgia,Henry
0500000US13153,"Houston County, Georgia",145622,136360,86111,42198,177,3760,48,488,3578,9262,2014,Georgia,Houston
0500000US13155,"Irwin County, Georgia",9482,9406,6508,2759,0,6,0,0,133,76,2014,Georgia,Irwin
0500000US13157,"Jackson County, Georgia",60928,56946,50647,4382,96,1011,71,73,666,3982,2014,Georgia,Jackson
0500000US13159,"Jasper County, Georgia",13647,13101,9881,2846,26,54,0,0,294,546,2014,Georgia,Jasper
0500000US13161,"Jeff Davis County, Georgia",15028,13398,10919,2370,12,57,0,0,40,1630,2014,Georgia,Jeff Davis
0500000US13163,"Jefferson County, Georgia",16554,16018,6914,9001,15,36,0,0,52,536,2014,Georgia,Jefferson
0500000US13165,"Jenkins County, Georgia",8794,8283,5088,3015,0,9,0,0,171,511,2014,Georgia,Jenkins
0500000US13167,"Johnson County, Georgia",9850,9771,6127,3377,1,192,0,7,67,79,2014,Georgia,Johnson
0500000US13169,"Jones County, Georgia",28783,28414,20835,7246,0,199,0,0,134,369,2014,Georgia,Jones
0500000US13171,"Lamar County, Georgia",18128,17752,11742,5570,41,114,0,12,273,376,2014,Georgia,Lamar
0500000US13173,"Lanier County, Georgia",10356,9826,7065,2539,0,68,0,0,154,530,2014,Georgia,Lanier
0500000US13175,"Laurens County, Georgia",48028,46856,28575,17381,13,496,0,0,391,1172,2014,Georgia,Laurens
0500000US13177,"Lee County, Georgia",28805,28141,21331,5750,19,676,0,22,343,664,2014,Georgia,Lee
0500000US13179,"Liberty County, Georgia",64489,57313,27593,25398,231,1242,267,76,2506,7176,2014,Georgia,Liberty
0500000US13181,"Lincoln County, Georgia",7800,7777,5094,2497,9,35,0,0,142,23,2014,Georgia,Lincoln
0500000US13183,"Long County, Georgia",15967,14044,9445,4101,72,27,14,0,385,1923,2014,Georgia,Long
0500000US13185,"Lowndes County, Georgia",112515,106652,61928,40238,94,1716,25,236,2415,5863,2014,Georgia,Lowndes
0500000US13187,"Lumpkin County, Georgia",30719,29315,28013,599,188,95,0,0,420,1404,2014,Georgia,Lumpkin
0500000US13189,"McDuffie County, Georgia",21563,21028,11944,8917,0,12,0,0,155,535,2014,Georgia,McDuffie
0500000US13191,"McIntosh County, Georgia",14172,13911,8650,4812,93,59,0,0,297,261,2014,Georgia,McIntosh
0500000US13193,"Macon County, Georgia",14232,14016,4672,8831,55,221,0,163,74,216,2014,Georgia,Macon
0500000US13195,"Madison County, Georgia",28142,26920,23810,2319,101,280,0,47,363,1222,2014,Georgia,Madison
0500000US13197,"Marion County, Georgia",8751,8144,5127,2727,0,95,18,25,152,607,2014,Georgia,Marion
0500000US13199,"Meriwether County, Georgia",21434,21028,12213,8346,4,119,0,32,314,406,2014,Georgia,Meriwether
0500000US13201,"Miller County, Georgia",6017,5950,4128,1820,2,0,0,0,0,67,2014,Georgia,Miller
0500000US13205,"Mitchell County, Georgia",23175,22160,10743,11059,9,47,3,0,299,1015,2014,Georgia,Mitchell
0500000US13207,"Monroe County, Georgia",26788,26191,19410,6378,38,189,0,0,176,597,2014,Georgia,Monroe
0500000US13209,"Montgomery County, Georgia",9000,8475,5986,2363,16,25,0,43,42,525,2014,Georgia,Montgomery
0500000US13211,"Morgan County, Georgia",17866,17351,12836,4323,15,18,0,27,132,515,2014,Georgia,Morgan
0500000US13213,"Murray County, Georgia",39416,34059,33114,362,21,126,0,0,436,5357,2014,Georgia,Murray
0500000US13215,"Muscogee County, Georgia",198247,184229,85068,87576,519,4480,164,825,5597,14018,2014,Georgia,Muscogee
0500000US13217,"Newton County, Georgia",101503,96705,51878,41463,136,1175,3,85,1965,4798,2014,Georgia,Newton
0500000US13219,"Oconee County, Georgia",33769,32228,28931,1709,11,1284,7,13,273,1541,2014,Georgia,Oconee
0500000US13221,"Oglethorpe County, Georgia",14695,14128,11236,2215,90,136,0,2,449,567,2014,Georgia,Oglethorpe
0500000US13223,"Paulding County, Georgia",145565,137758,108519,25369,334,1261,19,259,1997,7807,2014,Georgia,Paulding
0500000US13225,"Peach County, Georgia",27337,25411,12309,12555,0,271,9,0,267,1926,2014,Georgia,Peach
0500000US13227,"Pickens County, Georgia",29550,28676,27734,397,25,171,14,0,335,874,2014,Georgia,Pickens
0500000US13229,"Pierce County, Georgia",18860,17913,15862,1641,38,83,0,10,279,947,2014,Georgia,Pierce
0500000US13231,"Pike County, Georgia",17821,17584,15377,1934,0,70,0,0,203,237,2014,Georgia,Pike
0500000US13233,"Polk County, Georgia",41250,36080,29778,5408,28,341,10,228,287,5170,2014,Georgia,Polk
0500000US13235,"Pulaski County, Georgia",11693,11135,7175,3844,0,14,0,32,70,558,2014,Georgia,Pulaski
0500000US13237,"Putnam County, Georgia",21226,19837,13925,5744,2,8,0,0,158,1389,2014,Georgia,Putnam
0500000US13239,"Quitman County, Georgia",2407,2407,1094,1274,4,15,0,0,20,0,2014,Georgia,Quitman
0500000US13241,"Rabun County, Georgia",16267,14938,14232,232,21,147,0,125,181,1329,2014,Georgia,Rabun
0500000US13243,"Randolph County, Georgia",7411,7354,2556,4567,0,138,0,0,93,57,2014,Georgia,Randolph
0500000US13245,"Richmond County, Georgia",201244,192355,74751,107963,583,3322,445,325,4966,8889,2014,Georgia,Richmond
0500000US13247,"Rockdale County, Georgia",86256,77740,33381,41266,115,1612,188,301,877,8516,2014,Georgia,Rockdale
0500000US13249,"Schley County, Georgia",5054,4729,3359,1319,0,10,0,0,41,325,2014,Georgia,Schley
0500000US13251,"Screven County, Georgia",14281,14067,7825,6018,17,6,0,0,201,214,2014,Georgia,Screven
0500000US13253,"Seminole County, Georgia",8804,8557,5515,2969,0,38,0,0,35,247,2014,Georgia,Seminole
0500000US13255,"Spalding County, Georgia",63946,61287,38556,20973,253,520,12,27,946,2659,2014,Georgia,Spalding
0500000US13257,"Stephens County, Georgia",25741,25033,21467,3124,51,91,0,0,300,708,2014,Georgia,Stephens
0500000US13259,"Stewart County, Georgia",5900,4922,1629,3197,0,74,0,0,22,978,2014,Georgia,Stewart
0500000US13261,"Sumter County, Georgia",31804,30152,12885,16445,58,429,0,0,335,1652,2014,Georgia,Sumter
0500000US13263,"Talbot County, Georgia",6594,6479,2599,3813,4,15,0,0,48,115,2014,Georgia,Talbot
0500000US13265,"Taliaferro County, Georgia",1700,1658,731,900,0,8,0,0,19,42,2014,Georgia,Taliaferro
0500000US13267,"Tattnall County, Georgia",25356,22709,14946,7318,129,52,0,7,257,2647,2014,Georgia,Tattnall
0500000US13269,"Taylor County, Georgia",8505,8323,4966,3345,0,4,0,0,8,182,2014,Georgia,Taylor
0500000US13271,"Telfair County, Georgia",16493,14264,8306,5921,18,15,0,0,4,2229,2014,Georgia,Telfair
0500000US13273,"Terrell County, Georgia",9304,9100,3368,5607,6,39,0,0,80,204,2014,Georgia,Terrell
0500000US13275,"Thomas County, Georgia",44733,43311,25971,16498,11,360,0,18,453,1422,2014,Georgia,Thomas
0500000US13277,"Tift County, Georgia",40721,36382,23145,11881,58,558,20,258,462,4339,2014,Georgia,Tift
0500000US13279,"Toombs County, Georgia",27272,24190,16779,6928,9,227,0,0,247,3082,2014,Georgia,Toombs
0500000US13281,"Towns County, Georgia",10670,10422,10191,81,18,21,0,0,111,248,2014,Georgia,Towns
0500000US13283,"Treutlen County, Georgia",6781,6718,4501,2136,0,0,0,0,81,63,2014,Georgia,Treutlen
0500000US13285,"Troup County, Georgia",68375,65971,40350,23082,12,1170,11,55,1291,2404,2014,Georgia,Troup
0500000US13287,"Turner County, Georgia",8491,8152,4621,3397,14,85,0,0,35,339,2014,Georgia,Turner
0500000US13289,"Twiggs County, Georgia",8612,8608,4803,3740,9,0,0,0,56,4,2014,Georgia,Twiggs
0500000US13291,"Union County, Georgia",21553,20971,20401,155,5,131,8,0,271,582,2014,Georgia,Union
0500000US13293,"Upson County, Georgia",26681,26046,18156,7560,34,51,0,0,245,635,2014,Georgia,Upson
0500000US13295,"Walker County, Georgia",68445,67231,62731,2973,260,235,0,93,939,1214,2014,Georgia,Walker
0500000US13297,"Walton County, Georgia",85378,82277,66002,13271,85,1001,36,92,1790,3101,2014,Georgia,Walton
0500000US13299,"Ware County, Georgia",35915,34646,23171,10659,41,385,9,44,337,1269,2014,Georgia,Ware
0500000US13301,"Warren County, Georgia",5626,5623,2098,3385,0,68,4,0,68,3,2014,Georgia,Warren
0500000US13303,"Washington County, Georgia",20861,20428,9198,10949,0,61,0,10,210,433,2014,Georgia,Washington
0500000US13305,"Wayne County, Georgia",30170,28334,21559,6238,117,25,0,17,378,1836,2014,Georgia,Wayne
0500000US13307,"Webster County, Georgia",2744,2744,1329,1415,0,0,0,0,0,0,2014,Georgia,Webster
0500000US13309,"Wheeler County, Georgia",7932,7795,4514,3258,4,18,0,0,1,137,2014,Georgia,Wheeler
0500000US13311,"White County, Georgia",27594,26861,25659,944,15,30,0,36,177,733,2014,Georgia,White
0500000US13313,"Whitfield County, Georgia",103132,69488,62959,3961,155,1220,0,72,1121,33644,2014,Georgia,Whitfield
0500000US13315,"Wilcox County, Georgia",9061,8891,5367,3344,19,78,0,0,83,170,2014,Georgia,Wilcox
0500000US13317,"Wilkes County, Georgia",10123,9747,5275,4320,0,75,1,0,76,376,2014,Georgia,Wilkes
0500000US13319,"Wilkinson County, Georgia",9455,9220,5434,3559,8,1,0,0,218,235,2014,Georgia,Wilkinson
0500000US13321,"Worth County, Georgia",21365,20942,14499,6143,12,72,0,0,216,423,2014,Georgia,Worth
0500000US15001,"Hawaii County, Hawaii",189382,166613,58393,1252,362,40735,20617,297,44957,22769,2014,Hawaii,Hawaii
0500000US15003,"Honolulu County, Hawaii",975690,888796,189172,22506,1286,412188,85496,1042,177106,86894,2014,Hawaii,Honolulu
0500000US15005,"Kalawao County, Hawaii",73,69,32,0,0,16,16,0,5,4,2014,Hawaii,Kalawao
0500000US15007,"Kauai County, Hawaii",68745,61732,20812,419,117,23090,6257,28,11009,7013,2014,Hawaii,Kauai
0500000US15009,"Maui County, Hawaii",158814,142009,49998,867,155,41496,15516,161,33816,16805,2014,Hawaii,Maui
0500000US16001,"Ada County, Idaho",409239,378827,351385,4165,1938,10787,790,736,9026,30412,2014,Idaho,Ada
0500000US16003,"Adams County, Idaho",3908,3791,3663,0,56,6,0,12,54,117,2014,Idaho,Adams
0500000US16005,"Bannock County, Idaho",83394,77234,71457,566,2134,972,187,66,1852,6160,2014,Idaho,Bannock
0500000US16007,"Bear Lake County, Idaho",5941,5704,5590,9,7,63,5,0,30,237,2014,Idaho,Bear Lake
0500000US16009,"Benewah County, Idaho",9149,8867,7752,39,744,47,5,0,280,282,2014,Idaho,Benewah
0500000US16011,"Bingham County, Idaho",45558,37545,34047,133,2242,339,22,12,750,8013,2014,Idaho,Bingham
0500000US16013,"Blaine County, Idaho",21269,16953,16483,18,5,185,175,0,87,4316,2014,Idaho,Blaine
0500000US16015,"Boise County, Idaho",6880,6633,6382,27,123,8,19,0,74,247,2014,Idaho,Boise
0500000US16017,"Bonner County, Idaho",40899,39870,38454,29,313,220,53,0,801,1029,2014,Idaho,Bonner
0500000US16019,"Bonneville County, Idaho",106703,93805,90084,496,368,664,69,12,2112,12898,2014,Idaho,Bonneville
0500000US16021,"Boundary County, Idaho",10903,10471,9983,15,213,4,0,0,256,432,2014,Idaho,Boundary
0500000US16023,"Butte County, Idaho",2734,2629,2488,43,8,9,0,0,81,105,2014,Idaho,Butte
0500000US16025,"Camas County, Idaho",1156,955,933,0,9,0,0,0,13,201,2014,Idaho,Camas
0500000US16027,"Canyon County, Idaho",195353,147880,140302,766,1275,1422,152,59,3904,47473,2014,Idaho,Canyon
0500000US16029,"Caribou County, Idaho",6857,6495,6441,4,2,5,0,4,39,362,2014,Idaho,Caribou
0500000US16031,"Cassia County, Idaho",23275,17271,16737,48,95,133,7,17,234,6004,2014,Idaho,Cassia
0500000US16033,"Clark County, Idaho",823,469,465,0,0,0,0,0,4,354,2014,Idaho,Clark
0500000US16035,"Clearwater County, Idaho",8600,8303,7881,22,147,65,9,0,179,297,2014,Idaho,Clearwater
0500000US16037,"Custer County, Idaho",4284,4176,4092,0,0,2,24,0,58,108,2014,Idaho,Custer
0500000US16039,"Elmore County, Idaho",26349,22163,19660,579,312,809,62,10,731,4186,2014,Idaho,Elmore
0500000US16041,"Franklin County, Idaho",12853,11986,11758,17,28,5,11,0,167,867,2014,Idaho,Franklin
0500000US16043,"Fremont County, Idaho",13024,11402,11115,42,80,12,0,0,153,1622,2014,Idaho,Fremont
0500000US16045,"Gem County, Idaho",16732,15383,14781,4,87,332,43,12,124,1349,2014,Idaho,Gem
0500000US16047,"Gooding County, Idaho",15241,10902,10494,3,199,90,0,24,92,4339,2014,Idaho,Gooding
0500000US16049,"Idaho County, Idaho",16315,15844,15010,11,434,40,4,0,345,471,2014,Idaho,Idaho
0500000US16051,"Jefferson County, Idaho",26620,23884,23257,39,92,48,59,0,389,2736,2014,Idaho,Jefferson
0500000US16053,"Jerome County, Idaho",22580,15211,14663,24,84,164,0,5,271,7369,2014,Idaho,Jerome
0500000US16055,"Kootenai County, Idaho",142783,136964,130660,418,1714,1406,150,18,2598,5819,2014,Idaho,Kootenai
0500000US16057,"Latah County, Idaho",37989,36521,34276,208,158,786,16,32,1045,1468,2014,Idaho,Latah
0500000US16059,"Lemhi County, Idaho",7828,7618,7353,6,39,20,0,10,190,210,2014,Idaho,Lemhi
0500000US16061,"Lewis County, Idaho",3822,3677,3358,3,152,19,11,0,134,145,2014,Idaho,Lewis
0500000US16063,"Lincoln County, Idaho",5246,3713,3565,15,60,3,0,0,70,1533,2014,Idaho,Lincoln
0500000US16065,"Madison County, Idaho",37754,35335,34051,229,26,363,86,0,580,2419,2014,Idaho,Madison
